File,Time_Sec,GPU_Util,RAM_Usage_MB,Power_W,Net_Sent_Bytes,Net_Recv_Bytes,CPU_Core_0,CPU_Core_1,CPU_Core_2,CPU_Core_3,CPU_Total_Avg
EC_0179-5235-04-04-PSJ-F-04-A.wav,2.59973856198485,0,4666,0,396,3375,7.7,0.0,0.0,0.0,1.925
EC_0179-5235-04-04-PSJ-F-04-A.wav,2.7289179479994345,0,4666,0,264,2720,7.7,8.3,7.7,0.0,5.925
EC_0179-5236-04-04-PSJ-F-04-A.wav,0.019930697977542877,0,4667,0,212,212,5.0,38.1,10.5,9.5,15.775
EC_0179-5236-04-04-PSJ-F-04-A.wav,0.1843497599766124,0,4667,0,390308,9775,12.5,12.5,11.1,11.8,11.975000000000001
EC_0179-5236-04-04-PSJ-F-04-A.wav,0.311534414999187,0,4667,0,0,0,0.0,0.0,0.0,0.0,0.0
EC_0179-5236-04-04-PSJ-F-04-A.wav,0.4408912819926627,0,4667,0,0,0,7.7,0.0,0.0,14.3,5.5
EC_0179-5236-04-04-PSJ-F-04-A.wav,0.5687443889910355,0,4667,0,0,0,7.7,0.0,0.0,7.7,3.85
EC_0179-5236-04-04-PSJ-F-04-A.wav,0.6961186549742706,0,4667,0,0,0,7.7,0.0,0.0,0.0,1.925
EC_0179-5236-04-04-PSJ-F-04-A.wav,0.8238995019928552,0,4667,0,0,0,0.0,7.1,0.0,7.7,3.7
EC_0179-5236-04-04-PSJ-F-04-A.wav,0.9522917739814147,0,4667,0,0,0,7.1,7.1,0.0,15.4,7.4
EC_0179-5236-04-04-PSJ-F-04-A.wav,1.0856789049867075,0,4667,0,0,0,0.0,0.0,0.0,7.1,1.775
EC_0179-5236-04-04-PSJ-F-04-A.wav,1.2134830489812884,0,4667,0,0,0,7.7,0.0,0.0,0.0,1.925
EC_0179-5236-04-04-PSJ-F-04-A.wav,1.3406126609770581,0,4667,0,0,0,0.0,0.0,0.0,8.3,2.075
EC_0179-5236-04-04-PSJ-F-04-A.wav,1.468807867000578,0,4667,0,0,0,7.1,0.0,0.0,7.7,3.7
EC_0179-5236-04-04-PSJ-F-04-A.wav,1.5959326469746884,0,4667,0,0,0,0.0,0.0,7.1,7.7,3.7
EC_0179-5236-04-04-PSJ-F-04-A.wav,1.7460695049958304,0,4667,0,0,0,17.6,0.0,0.0,6.7,6.075
EC_0179-5236-04-04-PSJ-F-04-A.wav,1.8733124999853317,0,4667,0,0,0,0.0,0.0,0.0,8.3,2.075
EC_0179-5236-04-04-PSJ-F-04-A.wav,2.00038879699423,0,4667,0,0,0,0.0,0.0,0.0,7.7,1.925
EC_0179-5236-04-04-PSJ-F-04-A.wav,2.1272190649760887,0,4667,0,0,0,7.7,0.0,0.0,0.0,1.925
EC_0179-5236-04-04-PSJ-F-04-A.wav,2.25358838099055,0,4667,0,0,0,7.7,0.0,7.1,8.3,5.775
EC_0179-5236-04-04-PSJ-F-04-A.wav,2.3829678100009914,0,4667,0,2741,1677,0.0,15.4,0.0,0.0,3.85
EC_0179-5236-04-04-PSJ-F-04-A.wav,2.5100286829983816,0,4667,0,0,0,7.7,0.0,0.0,14.3,5.5
EC_0179-5236-04-04-PSJ-F-04-A.wav,2.639487571985228,0,4667,0,0,0,0.0,7.7,7.7,15.4,7.7
EC_0179-5236-04-04-PSJ-F-04-A.wav,2.7665048579801805,0,4667,0,0,0,15.4,0.0,0.0,0.0,3.85
EC_0179-5236-04-04-PSJ-F-04-A.wav,2.895017487986479,0,4667,0,66,1999,16.7,7.7,0.0,0.0,6.1
EC_0179-5236-04-04-PSJ-F-04-A.wav,3.0225413299922366,0,4667,0,396,3385,8.3,0.0,7.1,0.0,3.85
EC_0179-5236-04-04-PSJ-F-04-A.wav,3.1497371860023122,0,4667,0,132,1358,15.4,7.7,0.0,0.0,5.775
EC_0179-5236-04-04-PSJ-F-04-A.wav,3.277076953992946,0,4667,0,264,2722,8.3,0.0,0.0,0.0,2.075
